flexibele,flexible,De flexibele werktijden zijn prettig,The flexible working hours are pleasant
verleiden,tempt,De reclame probeert klanten te verleiden,The advertisement tries to tempt customers
knap,clever,Zij is een knap meisje,She is a clever girl
bevoegd,authorized,Hij is bevoegd om te tekenen,He is authorized to sign
bijkomend,additional,Er zijn bijkomende kosten,There are additional costs
meningen,opinions,De meningen zijn verdeeld,Opinions are divided
behoorde,belonged,Het behoorde tot zijn taken,It belonged to his duties
ondervinden,experience,Zij ondervinden veel problemen,They experience many problems
onderhandeld,negotiated,Er is lang onderhandeld over de prijs,The price was negotiated for a long time
verenigd,united,De verenigde naties komen bijeen,The united nations gather
lief,sweet,Wat een lief kind,What a sweet child
schetsen,sketch,Zij schetsen een nieuw ontwerp,They sketch a new design
géén,no,Dat is géén probleem,That is no problem
Handel,Trade,De handel tussen de landen groeit,Trade between the countries is growing
verrassingen,surprises,Het leven zit vol verrassingen,Life is full of surprises
incident,incident,Het incident werd onderzocht,The incident was investigated
artikels,articles,De artikels in het tijdschrift zijn interessant,The articles in the magazine are interesting
Telenet,Telenet,Telenet is een Belgische telecomprovider,Telenet is a Belgian telecom provider
natie,nation,De natie vierde haar onafhankelijkheid,The nation celebrated its independence
makers,makers,De makers van de film waren trots,The makers of the film were proud
rock,rock,Rock muziek is populair,Rock music is popular
innemen,take in,U moet dit medicijn innemen,You must take this medicine
bespreken,discuss,Wij bespreken de plannen morgen,We discuss the plans tomorrow
liberalen,liberals,De liberalen wonnen de verkiezingen,The liberals won the elections
geschilderd,painted,Het schilderij is met olie geschilderd,The painting is painted in oil
fantastische,fantastic,Het was een fantastische reis,It was a fantastic trip
vrijwilligers,volunteers,De vrijwilligers helpen bij het evenement,The volunteers help at the event
expliciet,explicit,Hij was expliciet in zijn instructies,He was explicit in his instructions
Wilde,Wilde,Oscar Wilde was een Ierse schrijver,Oscar Wilde was an Irish writer
opnamen,recordings,De opnamen van het concert zijn goed,The recordings of the concert are good
portretten,portraits,De portretten hangen in het museum,The portraits hang in the museum
Hall,Hall,Hall is een Engels woord,Hall is an English word
kopie,copy,Ik heb een kopie van het document,I have a copy of the document
distributeur,distributor,De distributeur levert aan de winkels,The distributor supplies to the stores
cc,cc,Cc is een afkorting voor carbon copy,Cc is an abbreviation for carbon copy
Cobepa,Cobepa,Cobepa is een Belgische holding,Cobepa is a Belgian holding company
bak,bin,De bak is gevuld met afval,The bin is filled with waste
tienduizenden,tens of thousands,Tienduizenden mensen protesteerden,Tens of thousands of people protested
functioneert,functions,Het systeem functioneert goed,The system functions well
relatieve,relative,De relatieve vochtigheid is hoog,The relative humidity is high
uitdrukkelijk,expressly,Hij heeft het uitdrukkelijk verboden,He has expressly forbidden it
legden,laid,Zij legden de basis voor het succes,They laid the foundation for the success
geloofwaardigheid,credibility,Zijn geloofwaardigheid staat op het spel,His credibility is at stake
