de,the,De kat zit op de mat,The cat is on the mat
van,from,Dit cadeau is van oma,This gift is from grandma
een,a,Ik zie een hond,I see a dog
het,the,Het huis is groot,The house is big
en,and,Ik drink thee en water,I drink tea and water
in,in,De sleutel ligt in de tas,The key is in the bag
is,is,Vandaag is het koud,Today it is cold
dat,that,Ik denk dat het klopt,I think that it is correct
op,on,Het boek ligt op tafel,The book is on the table
te,to,Ik probeer te slapen,I try to sleep
zijn,to be,Wij willen op tijd zijn,We want to be on time
voor,for,Deze bloemen zijn voor jou,These flowers are for you
met,with,Ik ga met mijn vriend,I go with my friend
die,that,Ken je die leraar,Do you know that teacher
niet,not,Ik begrijp het niet,I do not understand it
aan,on,Het licht staat aan,The light is on
er,there,Er staat koffie op tafel,There is coffee on the table
om,at,We beginnen om acht uur,We start at eight oclock
Het,it,Het regent vandaag,It is raining today
ook,also,Hij komt ook mee,He is coming too
als,if,Als je tijd hebt bel me,If you have time call me
dan,then,Eerst eten dan werken,First eat then work
maar,but,Ik wil mee maar ik ben moe,I want to join but I am tired
bij,at,Ik werk bij de bakker,I work at the bakery
of,or,Wil je thee of koffie,Do you want tea or coffee
uit,out,Ze komt uit Nederland,She comes from the Netherlands
nog,still,Ik ben nog niet klaar,I am still not ready
worden,become,Ik wil dokter worden,I want to become a doctor
door,through,We lopen door het park,We walk through the park
naar,to,Ik ga naar huis,I am going home
heeft,has,Zij heeft een nieuwe fiets,She has a new bike
tot,until,De winkel is open tot zes uur,The shop is open until six
ze,they,Ze wonen in Utrecht,They live in Utrecht
wordt,becomes,Het water wordt warm,The water becomes warm
over,about,We praten over school,We talk about school
hij,he,Hij leest elke avond,He reads every evening
meer,more,Ik wil meer oefenen,I want to practice more
jaar,year,Volgend jaar reis ik meer,Next year I will travel more
was,was,Het eten was lekker,The food was tasty
Ik,I,Ik leer elke dag Nederlands,I study Dutch every day
kan,can,Ik kan je helpen,I can help you
je,you,Hoe gaat het met je,How are you
zich,himself,Hij wast zich snel,He washes himself quickly
al,already,Ben je al thuis,Are you home already
hebben,have,Wij willen meer tijd hebben,We want to have more time
geen,no,Ik heb geen geld bij me,I have no money with me
hun,their,Hun huis staat naast ons huis,Their house is next to ours
we,we,We koken vanavond samen,We are cooking together tonight
wat,what,Wat wil je eten,What do you want to eat
werd,became,Het werd ineens stil,It suddenly became quiet
moet,must,Ik moet nu vertrekken,I must leave now
wel,indeed,Dat is wel interessant,That is indeed interesting
kunnen,to be able to,We moeten dit samen kunnen,We should be able to do this together
nu,now,Ik vertrek nu naar huis,I am leaving home now
dit,this,Dit is mijn favoriete woord,This is my favorite word
deze,this,Deze oefening is moeilijk,This exercise is difficult
zal,will,Morgen zal ik bellen,Tomorrow I will call
veel,many,Ik heb veel vragen,I have many questions
zo,so,Waarom ben je zo laat,Why are you so late
andere,other,Ik kies een andere route,I choose another route
nieuwe,new,Ze koopt een nieuwe jas,She buys a new coat
zou,would,Ik zou dat anders doen,I would do that differently
twee,two,Ik heb twee boeken gekocht,I bought two books
moeten,must,Wij moeten vroeg opstaan,We must get up early
onder,under,De kat slaapt onder de stoel,The cat sleeps under the chair
eerste,first,Dit is mijn eerste les,This is my first lesson
haar,her,Ik ken haar al lang,I have known her for a long time
Van,from,Van wie is deze fiets,Whose bike is this
wil,wants,Hij wil vandaag rusten,He wants to rest today
tegen,against,Ik ben tegen dat plan,I am against that plan
men,people,Men zegt dat het waar is,People say that it is true
mensen,people,Mensen lachen in het park,People laugh in the park
gaat,goes,Hoe gaat het met je moeder,How is your mother doing
tussen,between,De bank staat tussen de stoelen,The sofa is between the chairs
grote,big,We wonen in een grote stad,We live in a big city
waar,where,Waar woon je nu,Where do you live now
goed,good,Je spreekt al goed Nederlands,You already speak Dutch well
maken,make,We gaan samen soep maken,We are going to make soup together
dus,so,Het regent dus we blijven binnen,It is raining so we stay inside
alleen,alone,Ik ga alleen naar de winkel,I am going to the shop alone
