realiseren,realize,We moeten ons doel realiseren,We must realize our goal
sterker,stronger,Hij is sterker dan ik,He is stronger than me
ploeg,team,De ploeg speelt goed,The team plays well
Momenteel,at the moment,Momenteel ben ik bezig,At the moment I am busy
Duitsers,Germans,De Duitsers spreken Duits,The Germans speak German
elf,eleven,Er zijn elf kinderen,There are eleven children
werklozen,unemployed,De werklozen zoeken werk,The unemployed are looking for work
Centrum,center,Het centrum van de stad is druk,The center of the city is busy
feiten,facts,De feiten zijn duidelijk,The facts are clear
duren,last,Hoe lang duurt de film?,How long does the film last?
stof,material,De stof is zacht,The material is soft
uitstekend,excellent,Het eten is uitstekend,The food is excellent
geluk,luck,Hij heeft veel geluk,He has a lot of luck
ruime,spacious,Zij heeft een ruime woning,She has a spacious home
vergelijken,compare,We moeten de prijzen vergelijken,We must compare the prices
woningen,homes,De woningen zijn duur,The homes are expensive
volop,plenty,Er is volop eten,There is plenty of food
jongen,boy,De jongen speelt buiten,The boy plays outside
regel,rule,De regel is duidelijk,The rule is clear
qua,in terms of,Qua grootte is het goed,In terms of size it is good
Richard,Richard,Richard is mijn oom,Richard is my uncle
hout,wood,De tafel is van hout,The table is made of wood
negatief,negative,Hij is negatief over het plan,He is negative about the plan
vooraf,in advance,Je moet vooraf betalen,You must pay in advance
richt,directs,Hij richt zijn aandacht op het werk,He directs his attention to the work
Clinton,Clinton,Clinton was president van Amerika,Clinton was president of America
drukken,press,Druk op de knop,Press the button
stil,quiet,Wees stil in de bibliotheek,Be quiet in the library
concrete,concrete,We hebben concrete plannen nodig,We need concrete plans
belangrijker,more important,Gezondheid is belangrijker dan geld,Health is more important than money
warm,warm,Het is warm vandaag,It is warm today
afval,waste,Het afval moet in de bak,The waste must go in the bin
muur,wall,De muur is wit,The wall is white
minst,least,Hij heeft de minste ervaring,He has the least experience
lieten,let,Zij lieten de hond uit,They let the dog out
Limburgse,Limburg's,De Limburgse vlaai is lekker,Limburg's pie is tasty
vertrekken,leave,Wij vertrekken om acht uur,We leave at eight o'clock
veeleer,rather,Dat is veeleer een probleem,That is rather a problem
regeling,arrangement,De regeling is goedgekeurd,The arrangement is approved
zaal,hall,De zaal is groot,The hall is big
literatuur,literature,Zij studeert literatuur,She studies literature
wedstrijd,match,De wedstrijd begint om drie uur,The match starts at three o'clock
France,France,France is een buurland van België,France is a neighboring country of Belgium
geplaatst,placed,Hij is op de eerste plaats geplaatst,He has been placed first
slaat,hits,Hij slaat de bal,He hits the ball
India,India,India is een groot land,India is a large country
British,British,De British Airways vliegt naar Londen,British Airways flies to London
Kan,can,Kan ik u helpen?,Can I help you?
PS,PS,PS staat voor postscriptum,PS stands for postscript
trein,train,De trein komt eraan,The train is coming
zulke,such,Zulke mensen zijn zeldzaam,Such people are rare
woensdag,Wednesday,Op woensdag werk ik thuis,On Wednesday I work from home
geopend,opened,De winkel is geopend om negen uur,The store opened at nine
tijdje,while,Het duurt een tijdje,It takes a while
Hans,Hans,Hans is een Duitse naam,Hans is a German name
luchthaven,airport,De luchthaven is groot,The airport is big
be,be,Be is een Engels woord,Be is an English word
administratie,administration,De administratie werkt goed,The administration works well
voeten,feet,Mijn voeten doen pijn,My feet hurt
voedsel,food,Het voedsel is lekker,The food is tasty
erbij,with it,Doe het erbij,Add it with it
destijds,at the time,Destijds was ik jong,At the time I was young
export,export,De export is gestegen,The export has increased
sporen,tracks,De trein rijdt over de sporen,The train runs on the tracks
Benelux,Benelux,De Benelux is een samenwerking,The Benelux is a cooperation
evenwicht,balance,Hij verloor zijn evenwicht,He lost his balance
architectuur,architecture,De architectuur is modern,The architecture is modern
munten,coins,De munten zijn oud,The coins are old
troepen,troops,De troepen zijn vertrokken,The troops have left
wél,indeed,Dat is wél belangrijk,That is indeed important
onderdelen,parts,De onderdelen zijn vervangbaar,The parts are replaceable
nieuwste,newest,Dit is het nieuwste model,This is the newest model
poging,attempt,Hij deed een poging,He made an attempt
ouder,parent,Mijn ouder is thuis,My parent is at home
Anders,otherwise,Anders begrijp ik het niet,Otherwise I do not understand it
nergens,nowhere,Nergens is het zo mooi,Nowhere is it so beautiful
machines,machines,De machines werken automatisch,The machines work automatically
as,axis,De aarde draait om haar as,The earth rotates on its axis
relaties,relationships,Hij heeft goede relaties,He has good relationships
wagens,cars,De wagens staan in de garage,The cars are in the garage
koffie,coffee,Ik drink graag koffie,I like to drink coffee
blik,can,Het blik is leeg,The can is empty
Zwitserland,Switzerland,Zwitserland is een mooi land,Switzerland is a beautiful country
particuliere,private,Het is een particuliere school,It is a private school
duurder,more expensive,Deze auto is duurder,This car is more expensive
conflict,conflict,Het conflict duurt te lang,The conflict lasts too long
jullie,you (plural),Jullie zijn welkom,You are all welcome
reputatie,reputation,Hij heeft een goede reputatie,He has a good reputation
hou,hold,Hou de deur vast,Hold the door
uitstekende,excellent,Hij spreekt uitstekende Nederlands,He speaks excellent Dutch
vak,subject,Nederlands is mijn favoriete vak,Dutch is my favorite subject
waarheid,truth,De waarheid is belangrijk,The truth is important
zorgde,took care,Zij zorgde voor de kinderen,She took care of the children
Welke,which,Welke kleur vind je mooi?,Which color do you like?
categorie,category,In welke categorie valt dit?,In which category does this fall?
spoor,track,Het spoor is lang,The track is long
ontwikkelingen,developments,De ontwikkelingen zijn positief,The developments are positive
langere,longer,Het duurt een langere tijd,It takes a longer time
overzicht,overview,Kun je een overzicht geven?,Can you give an overview?
Washington,Washington,Washington is de hoofdstad,Washington is the capital
advocaat,lawyer,De advocaat verdedigt zijn cliënt,The lawyer defends his client
premie,premium,De premie is hoog,The premium is high
lijnen,lines,De lijnen zijn recht,The lines are straight
koos,chose,Hij koos voor een andere optie,He chose a different option
geleverd,delivered,De goederen zijn geleverd,The goods have been delivered
mond,mouth,Doe je mond open,Open your mouth
tal,number,Er zijn een tal van mogelijkheden,There are a number of possibilities
veranderingen,changes,De veranderingen zijn nodig,The changes are necessary
kleiner,smaller,Mijn huis is kleiner,My house is smaller
slotte,after all,Ten slotte zijn we thuis,After all we are home
jarenlang,for years,Hij heeft jarenlang gewerkt,He has worked for years
schilderijen,paintings,De schilderijen hangen in het museum,The paintings hang in the museum
weekend,weekend,Het weekend begint op vrijdag,The weekend starts on Friday
Vanuit,from,Vanuit mijn raam zie ik de zee,From my window I see the sea
leerlingen,students,De leerlingen leren Nederlands,The students learn Dutch
PvdA,PvdA,De PvdA is een politieke partij,The PvdA is a political party
schip,ship,Het schip vaart naar Amerika,The ship sails to America
Uiteraard,of course,Uiteraard help ik je,Of course I help you
schaal,scale,De schaal is groot,The scale is large
gamma,range,Het gamma is breed,The range is broad
materialen,materials,De materialen zijn van goede kwaliteit,The materials are of good quality
gedragen,behave,Hij gedraagt zich goed,He behaves well
blij,glad,Ik ben blij je te zien,I am glad to see you
grondig,thorough,We moeten het grondig onderzoeken,We must investigate it thoroughly
site,site,De site is gebruiksvriendelijk,The site is user-friendly
directe,direct,We hebben een directe verbinding,We have a direct connection
wapens,weapons,De wapens zijn gevaarlijk,The weapons are dangerous
geconfronteerd,confronted,Hij werd geconfronteerd met een probleem,He was confronted with a problem
Neem,take,Neem plaats alstublieft,Take a seat please
woordvoerder,spokesperson,De woordvoerder geeft een verklaring,The spokesperson gives a statement
oorzaak,cause,De oorzaak is onbekend,The cause is unknown
toestel,device,Het toestel werkt niet,The device does not work
stilaan,gradually,Stilaan wordt het beter,Gradually it gets better
wetenschappelijk,scientific,Het is een wetenschappelijk onderzoek,It is a scientific study
woont,lives,Zij woont in Amsterdam,She lives in Amsterdam
investeerders,investors,De investeerders zijn tevreden,The investors are satisfied
Rode,Red,De Rode Kruis helpt mensen,The Red Cross helps people
tekenen,draw,Kinderen tekenen graag,Children like to draw
von,von,Von is een Duits woord,Von is a German word
Rotterdam,Rotterdam,Rotterdam is een havenstad,Rotterdam is a port city
boeren,peasants,De boeren werken op het land,The farmers work on the land
serie,series,De serie is spannend,The series is exciting
Wim,Wim,Wim is een Nederlandse naam,Wim is a Dutch name
nadien,afterwards,Nadien gingen we naar huis,Afterwards we went home
werkelijk,really,Is dat werkelijk waar?,Is that really true?
opgebouwd,built up,Hij heeft zijn carrire opgebouwd,He has built up his career
bijdragen,contribute,We willen bijdragen aan het project,We want to contribute to the project
tevens,also,Tevens is hij leraar,He is also a teacher
plezier,fun,We hebben veel plezier,We have a lot of fun
hoeven,need,Jij hoeft niet te komen,You do not need to come
gekoppeld,linked,De systemen zijn gekoppeld,The systems are linked
